Nome,ultVers,trans-PTbr,ultData,iniData,ultAnoAtiv,git-issues,git-contribs,aval-tags,aval-prop,aval-func,aval-cons-data,aval-consenso,aval-issueID,URL-codigo,URL-usando,Notas
upload-media-by-zip,0.9.1,82%,2016-08,2011-01,2016,,,"media library, upload, zip",simplicidade,otimo,2016-10,ppkrauss; xxx,,https://plugins.trac.wordpress.org/browser/upload-media-by-zip,,"Apesar de desatualizado, cumpre o que promete."
